CALLE;NUMERO;M2;DOLARES;U_S_M2;PISO;AMBIENTES;DORMITORIO;ANTIGUEDAD;A_ESTRENAR;FRENTE_Y_CONTRA;EDIFICACION;BAUL;COCHERA;BANIOS;LAVADERO;DEPENDENCIA;TERRAZA;OBS1;FUENTE;DIRECCION;NOMB_CA_CO;AV_SCORE;AV_SIDE;BARRIOS;COMUNA;AREA;ZONA
        ESCALADA DE SAN MARTIN, R.;735;44;85000;1931,8;;1;0;;A ESTRENAR;FRENTE;;;;0;;;BALCON;;ZONAPROP.COM_PATERNAL;735 ESCALADA DE SAN MARTIN, R.;REMEDIOS DE ESCALADA DE SAN MARTIN;94;R;VILLA CRESPO;15;3.613.373.642;3
        ARAOZ;2800;110;338000;3067,2;;5;3;;;FRENTE;;;SI;2;SI;SI;;;ZONAPROP/BARRIO NORTE;2800 ARAOZ;ARAOZ;100;L;PALERMO;14;15.773.573.191;2
        MALABIA;800;75;160000;2133,3;;2;2;25;;CONTRAFRENTE;;;;0;;;;;ARGENPROP.COM/PALERMO;800 MALABIA;MALABIA;100;L;VILLA CRESPO;15;3.613.373.642;3
        ARAOZ;2800;155;419000;2703,2;3;3;3;35;;CONTRAFRENTE;;SI;SI;4;SI;SI;BALCON;;ARGENPROP.COM/PALERMO;2800 ARAOZ;ARAOZ;100;L;PALERMO;14;15.773.573.191;2
        ECUADOR;1400;31;85000;2741,9;9;0;0;60;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/BARRIONORTE;1400 ECUADOR;ECUADOR;100;L;RECOLETA;2;6.146.826.409;2
        FLORIDA;900;28;69500;2482,1;;1;0;45;;FRENTE;;;;0;;;TERRAZA;;ZONAPROP.COM_RETIRO;900 FLORIDA;FLORIDA;100;L;RETIRO;1;4.547.765.746;1
        CHARCAS;3600;99;205000;2070,7;;4;3;48;;;;;;2;;SI;;;ARGENPROP.COM/PALERMO;3600 CHARCAS;CHARCAS;100;L;PALERMO;14;15.773.573.191;2
        ARAUJO;300;50;75000;1500;1;3;2;;;LATERAL;POR ESCALERA;;;1;SI;;TERRAZA;;ARGENPROP.COM/VILLALURO;300 ARAUJO;ARAUJO;100;L;VILLA LURO;10;2.566.739.336;3
        SAN BLAS;1900;30;58300;1943,3;;1;0;;;FRENTE;;;;0;;;;;ZONAPROP.COM_PATERNAL;1900 SAN BLAS;SAN BLAS;100;L;VILLA GRAL. MITRE;11;2.162.702.276;3
        ARAUJO;500;155;345000;2225,8;;4;3;;A ESTRENAR;CONTRAFRENTE;SEMIPISO;;SI;2;SI;;BALCON;;ARGENPROP.COM/VILLALURO;500 ARAUJO;ARAUJO;100;L;VILLA LURO;10;2.566.739.336;3
        DEFENSA;1100;95;250000;2631,6;;0;0;;;FRENTE;;;;0;;;;;ZONAPROP.COM_SAN TELMO;1100 DEFENSA;DEFENSA;100;L;SAN TELMO;1;1.233.152,82;4
        INDEPENDENCIA;3500;70;110000;1571,4;;1;1;70;;LATERAL;;;;1;SI;;;;ARGENPROP.COM/ALMAGRO;3500 INDEPENDENCIA;AV. INDEPENDENCIA;100;L;BOEDO;5;2.607.835.114;4
        DORREGO;1800;38;95000;2500;6;0;0;;A ESTRENAR;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/PALERMO;1800 DORREGO;DORREGO;100;L;PALERMO;14;15.773.573.191;2
        ARCE;500;86;185000;2151,2;5;2;2;50;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/PALERMO;500 ARCE;ARCE;100;L;PALERMO;14;15.773.573.191;2
        FRENCH;2800;48;110000;2291,7;PB;2;2;20;;LATERAL;;;;1;;;;;ARGENPROP.COM/BARRIONORTE;2800 FRENCH;FRENCH;100;L;RECOLETA;2;6.146.826.409;2
        SUIPACHA;1000;700;1100000;1571,4;;5;5;70;;CONTRAFRENTE;DUPLEX;;SI;5;SI;SI;TERRAZA;;ZONAPROP/BARRIO NORTE;1000 SUIPACHA;SUIPACHA;100;L;RETIRO;1;4.547.765.746;1
        ECHENAGUCIA;1100;162;185000;1142;1;1;1;9;;FRENTE;LOFT;;;1;SI;;;;ARGENPROP.COM/VERSALLES;1100 ECHENAGUCIA;ECHENAGUCIA;100;L;VERSALLES;10;1.407.296.672;3
        LARREA;1300;21;54000;2571,4;;1;0;;;CONTRAFRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/BARIO NORTE;1300 LARREA;LARREA;100;L;RECOLETA;2;6.146.826.409;2
        PASEO COLON;1100;100;130000;1300;;2;1;100;;CONTRAFRENTE;;;;0;;;TERRAZA;;ZONAPROP.COM_SAN TELMO;1100 PASEO COLON;AV. PASEO COLON;100;L;SAN TELMO;1;1.233.152,82;4
        JAURES, JEAN;900;130;169000;1300;;4;3;50;;CONTRAFRENTE;;;;2;SI;SI;TERRAZA;;ZONAPROP/BARRIO NORTE;900 JAURES, JEAN;JEAN JAURES;94;L;BALVANERA;3;4.341.063.997;3
        ENTRE RIOS;700;102;182000;1784,3;;3;2;;;FRENTE;;SI;;2;SI;SI;TERRAZA;;ZONAPROP/BALVANERA;700 ENTRE RIOS;AV. ENTRE RIOS;100;L;BALVANERA;3;4.341.063.997;3
        ARCOS;1800;325;550000;1692,3;25;6;5;35;;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BELGRANO;1800 ARCOS;ARCOS;100;L;BELGRANO;13;7.929.988.805;2
        CATAMARCA;500;54;75000;1388,9;;3;2;45;;FRENTE;;;;1;SI;;PATIO;;ARGENPROP.COM/BALVANERA;500 CATAMARCA;CATAMARCA;100;L;BALVANERA;3;4.341.063.997;3
        ARCOS;1900;158;298000;1883,1;;3;2;;;FRENTE;;SI;SI;3;;;;;ZONAPROP/BELGRANO;1900 ARCOS;ARCOS;100;L;BELGRANO;13;7.929.988.805;2
        ARCOS;1900;300;795000;2650;;5;4;;;FRENTE;;;SI;3;SI;SI;TERRAZA;;ZONAPROP/BELGRANO;1900 ARCOS;ARCOS;100;L;BELGRANO;13;7.929.988.805;2
        ARCOS;2100;80;350000;4375;;3;2;4;;FRENTE;;SI;SI;2;SI;;;;ZONAPROP/BELGRANO;2100 ARCOS;ARCOS;100;L;BELGRANO;13;7.929.988.805;2
        CORRIENTES;2300;76;126000;1657,9;;3;2;;51;;;SI;;2;;SI;;;ARGENPROP.COM/BALVANERA;2300 CORRIENTES;AV. CORRIENTES;100;L;BALVANERA;3;4.341.063.997;3
        ARCOS;2200;119;450000;3781,5;;5;4;;A ESTRENAR;FRENTE;;;SI;2;;;;;INMUEBLESCLARIN.COM/BELGRANO;2200 ARCOS;ARCOS;100;L;BELGRANO;13;7.929.988.805;2
        CORTINA;1000;70;125000;1785,7;;3;2;6;;FRENTE;DUPLEX;;;0;SI;;PATIO;;ZONAPROP.COM_VERSALLES;1000 CORTINA;CORTINA;100;L;VILLA LURO;10;2.566.739.336;3
        ARCOS;2744;76;198500;2611,8;;3;2;;;FRENTE;;;SI;2;;;;;INMUEBLESCLARIN.COM/BELGRANO;2744 ARCOS;ARCOS;100;L;BELGRANO;13;7.929.988.805;2
        ARCOS;2800;31;75000;2419,4;;1;1;;A ESTRENAR;FRENTE;;;;1;;;TERRAZA;;ZONAPROP/BELGRANO;2800 ARCOS;ARCOS;100;L;BELGRANO;13;7.929.988.805;2
        SAN MARTIN;6100;58;102000;1758,6;;3;2;30;;FRENTE;;;;1;SI;;TERRAZA;;ARGENPROP.COM/VILLADEVOTO;6100 SAN MARTIN;AV. SAN MARTIN;100;L;AGRONOMIA;15;2.122.760,91;3
        ARCOS;2900;35;70000;2000;;1;1;50;;FRENTE;;;;1;;;;;BUSCAINMUEBLE/NUÑEZ;2900 ARCOS;ARCOS;100;L;NUÑEZ;13;4.351.538.489;2
        ARCOS;2900;80;218000;2725;3;3;2;;A ESTRENAR;CONTRAFRENTE;;;SI;1;SI;;TERRAZA;;BUSCAINMUEBLE/NUÑEZ;2900 ARCOS;ARCOS;100;L;NUÑEZ;13;4.351.538.489;2
        CASEROS;2500;72;123000;1708,3;;4;3;;;FRENTE;;SI;;2;SI;SI;TERRAZA;;ZONAPROP.COM_PARQUE PATRICIOS;2500 CASEROS;AV. CASEROS;100;L;PARQUE PATRICIOS;4;3.743.273.658;4
        ARCOS;3500;22;53000;2409,1;;1;1;35;;FRENTE;;;;1;;;TERRAZA;;BUSCAINMUEBLE/NUÑEZ;3500 ARCOS;ARCOS;100;L;NUÑEZ;13;4.351.538.489;2
        ARENAL, CONCEPCION;100;60;130000;2166,7;3;3;2;50;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/PALERMO;100 ARENAL, CONCEPCION;CONCEPCION ARENAL;96;R;PALERMO;14;15.773.573.191;2
        LOPEZ, CARLOS ANTONIO;3600;68;120000;1764,7;1;2;2;35;;LATERAL;;SI;;1;SI;;;;ARGENPROP.COM/VILLADEVOTO;3600 LOPEZ, CARLOS ANTONIO;CARLOS ANTONIO LOPEZ;96;L;VILLA DEVOTO;11;6.403.818.336;3
        YRIGOYEN, HIPOLITO;2300;70;89900;1284,3;;2;2;20;;CONTRAFRENTE;;SI;;1;SI;;;;ARGENPROP.COM/BALVANERA;2300 YRIGOYEN, HIPOLITO;HIPOLITO YRIGOYEN;96;L;BALVANERA;3;4.341.063.997;3
        ARENAL, CONCEPCION;2400;77;349000;4532,5;;3;2;4;;FRENTE;;;SI;2;;;BALCON;;ARGENPROP.COM/PALERMO;2400 ARENAL, CONCEPCION;CONCEPCION ARENAL;96;L;PALERMO;14;15.773.573.191;2
        GARAY, JUAN DE;300;146;220000;1506,8;;5;4;58;;;;;;0;;;PATIO;;ZONAPROP.COM_SAN TELMO;300 GARAY, JUAN DE;AV. JUAN DE GARAY;95;L;SAN TELMO;1;1.233.152,82;4
        OROÑO, NICASIO;2100;86;130000;1511,6;;3;2;;A ESTRENAR;CONTRAFRENTE;;;;0;SI;SI;;;ZONAPROP.COM_PATERNAL;2100 OROÑO, NICASIO;NICASIO OROÑO;95;L;PATERNAL;15;2.229.856.457;3
        GARDEL, CARLOS;3100;82;163000;1987,8;;3;2;6;;;;;;2;SI;;TERRAZA;;ZONAPROP/ABASTO;3100 GARDEL, CARLOS;CARLOS GARDEL;33;;BALVANERA;3;4.341.063.997;3
        LA PAMPA;4400;70;160000;2285,7;5;4;3;40;;CONTRAFRENTE;;;SI;2;SI;;;;ARGENPROP.COM/VILLAURQUIZA;4400 LA PAMPA;LA PAMPA;100;L;VILLA ORTUZAR;15;1.853.740.362;3
        JOVELLANOS, GASPAR M. DE;800;80;80000;1000;;2;1;36;;LATERAL;;;;0;SI;;;;INMUEBLESCLARIN.COM/BARRACAS;800 JOVELLANOS, GASPAR M. DE;GASPAR MELCHOR DE JOVELLANOS;94;L;BARRACAS;4;7.878.302.179;4
        CORDOBA;2400;34;97000;2852,9;2;1;1;;;FRENTE;;;;1;;;TERRAZA;;BUSCAINMUEBLE/BARRIO NORTE;2400 CORDOBA;AV. CORDOBA;100;L;RECOLETA;2;6.146.826.409;2
        PIEDRAS;1800;29;60000;2069;2;1;1;60;;CONTRAFRENTE;;;;1;;;;;BUSCAINMUEBLE/BARRACAS;1800 PIEDRAS;PIEDRAS;100;L;BARRACAS;4;7.878.302.179;4
        ARENALES;800;97;260000;2680,4;;3;2;70;;CONTRAFRENTE;;SI;;0;;SI;TERRAZA;;ZONAPROP.COM_RETIRO;800 ARENALES;ARENALES;100;L;RETIRO;1;4.547.765.746;1
        ARENALES;900;40;89000;2225;;1;0;50;;INTERNO;;;;0;;;;;ZONAPROP.COM_RETIRO;900 ARENALES;ARENALES;100;L;RETIRO;1;4.547.765.746;1
        NAZCA;4500;41;75000;1829,3;7;0;0;;A ESTRENAR;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/VILLAPUEYRREDON;4500 NAZCA;NAZCA;100;L;VILLA PUEYRREDON;12;3.302.910,10;3
        ESTADO DE ISRAEL;4600;64;138000;2156,3;5;3;3;35;;CONTRAFRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/ALMAGRO;4600 ESTADO DE ISRAEL;AV. ESTADO DE ISRAEL;100;L;ALMAGRO;5;4.051.222.618;3
        TUCUMAN;3300;82;151500;1847,6;;2;1;;A ESTRENAR;CONTRAFRENTE;;;;1;;;TERRAZA;;ZONAPROP/ALMAGRO;3300 TUCUMAN;TUCUMAN;100;L;BALVANERA;3;4.341.063.997;3
        ARENALES;1100;40;94000;2350;;1;1;;;INTERNO;;;;1;;;;;ZONAPROP/BARRIO NORTE;1100 ARENALES;ARENALES;100;L;RETIRO;1;4.547.765.746;1
        NAON, ROMULO;3500;120;244746;2039,6;;3;2;;;;;;;2;;;;;;3500 NAON, ROMULO;DR. ROMULO S. NAON;94;L;SAAVEDRA;12;5.536.171.349;2
        SARACHAGA;5300;62;79900;1288,7;3;2;2;50;;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/VILLALURO;5300 SARACHAGA;SARACHAGA;100;L;VILLA LURO;10;2.566.739.336;3
        COLOMBRES;800;76;134000;1763,2;;3;2;;42;FRENTE;;;SI;1;SI;;TERRAZA;;ZONAPROP/BOEDO;800 COLOMBRES;COLOMBRES;100;L;BOEDO;5;2.607.835.114;4
        NAZCA;1400;106;190000;1792,5;3;3;3;33;;FRENTE;;;SI;1;;SI;BALCON;;ARGENPROP.COM/VILLADELPARQUE;1400 NAZCA;AV. NAZCA;100;L;VILLA SANTA RITA;11;2.153.947.048;3
        SAMPERIO MANUEL J.;900;35;69000;1971,4;;2;1;;;FRENTE;;;;1;;;;;ZONAPROP/BARRACAS;900 SAMPERIO MANUEL J.;MANUEL J. SAMPERIO;31;;BARRACAS;4;7.878.302.179;4
        HELGUERA;1200;38;75000;1973,7;;2;1;10;;FRENTE;;;;0;;;;;ZONAPROP.COM_VILLA SANTA RITA;1200 HELGUERA;HELGUERA;100;L;VILLA SANTA RITA;11;2.153.947.048;3
        MILLER;2300;41;85000;2073,2;6;0;0;;A ESTRENAR;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;2300 MILLER;MILLER;100;L;VILLA URQUIZA;12;5.448.470.069;3
        ARENALES;1400;235;730000;3106,4;;4;3;50;;FRENTE;;SI;SI;0;SI;;;;ARGENPROP.COM/BARRIONORTE;1400 ARENALES;ARENALES;100;L;RETIRO;1;4.547.765.746;1
        MISTRAL, GABRIELA;3400;95;105000;1105,3;5;1;1;;A ESTRENAR;CONTRAFRENTE;;;SI;1;SI;;TERRAZA;;ARGENPROP.COM/VILLADEVOTO;3400 MISTRAL, GABRIELA;GABRIELA MISTRAL;96;L;VILLA DEVOTO;11;6.403.818.336;3
        MITRE, BARTOLOME;2600;110;115000;1045,5;;0;0;;;;;;;0;;;;;INMUEBLESCLARIN.COM/BALVANERA;2600 MITRE, BARTOLOME;BARTOLOME MITRE;95;L;BALVANERA;3;4.341.063.997;3
        OLAZABAL;2100;200;485000;2425;;4;3;25;;FRENTE;;SI;SI;2;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BELGRANO;2100 OLAZABAL;OLAZABAL;100;L;BELGRANO;13;7.929.988.805;2
        ESTADO DE ISRAEL;4600;50;110000;2200;PB;3;2;45;;FRENTE;;;;0;SI;;PATIO;;INMUEBLESCLARIN.COM/ALMAGRO;4600 ESTADO DE ISRAEL;AV. ESTADO DE ISRAEL;100;L;ALMAGRO;5;4.051.222.618;3
        DIAZ VELEZ;4100;55;120000;2181,8;;3;2;30;;FRENTE;;;;0;;;BALCON;;INMUEBLESCLARIN.COM/ALMAGRO;4100 DIAZ VELEZ;AV. DIAZ VELEZ;100;L;ALMAGRO;5;4.051.222.618;3
        ARENALES;1800;45;153000;3400;;2;1;25;;LATERAL;;;;1;SI;;BALCON;;ARGENPROP.COM/BARRIONORTE;1800 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        SALGUERO, JERONIMO;800;32;71500;2234,4;;2;1;50;;FRENTE;;SI;;0;SI;;;;INMUEBLESCLARIN.COM/BALVANERA;800 SALGUERO, JERONIMO;JERONIMO SALGUERO;96;L;ALMAGRO;5;4.051.222.618;3
        GURRUCHAGA;600;62;137588;2219,2;;1;0;;A ESTRENAR;FRENTE;;;SI;0;SI;;;;ZONAPROP.COM_SAN TELMO;600 GURRUCHAGA;GURRUCHAGA;100;L;VILLA CRESPO;15;3.613.373.642;3
        GOMEZ, VALENTIN;3400;48;88500;1843,8;3;0;0;38;;CONTRAFRENTE;;;;1;;;;;ARGENPROP.COM/ALMAGRO;3400 GOMEZ, VALENTIN;VALENTIN GOMEZ;95;L;BALVANERA;3;4.341.063.997;3
        ARENALES;1800;329;975000;2963,5;2;5;4;83;;FRENTE;;SI;;4;SI;SI;TERRAZA;;BUSCAINMUEBLE/RECOLETA;1800 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        ARENALES;1900;30;86000;2866,7;;1;1;40;;FRENTE;;;;1;;;;;ZONAPROP/BARRIO NORTE;1900 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        PEÑA;3100;140;550000;3928,6;6;4;3;11;;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;3100 PEÑA;PEÑA;100;L;RECOLETA;2;6.146.826.409;2
        DIAZ, CNEL.;2000;155;320000;2064,5;;3;3;31;;;DUPLEX;;;2;SI;SI;;;ARGENPROP.COM/PALERMO;2000 DIAZ, CNEL.;AV. CORONEL DIAZ;88;L;RECOLETA;2;6.146.826.409;2
        PARAGUAY;2500;88;199000;2261,4;2;4;3;37;;FRENTE;;;SI;3;SI;SI;TERRAZA;;BUSCAINMUEBLE/RECOLETA;2500 PARAGUAY;PARAGUAY;100;L;RECOLETA;2;6.146.826.409;2
        QUITO;3800;25;51900;2076;5;1;0;25;;LATERAL;;;;0;;;;;ARGENPROP.COM/BALVANERA;3800 QUITO;QUITO;100;L;ALMAGRO;5;4.051.222.618;3
        SALOTTI MARTHA;400;406;2000000;4926,1;;4;3;10;;FRENTE;;SI;SI;3;SI;;TERRAZA;;ZONAPROP/PUERTO MADERO;400 SALOTTI MARTHA;MARTHA SALOTTI;100;L;PUERTO MADERO;1;5.025.406.025;1
        GUEMES;3300;100;345000;3450;;2;2;4;;FRENTE;;;SI;0;;;TERRAZA;;ARGENPROP.COM/PALERMO;3300 GUEMES;GÜEMES;100;L;RECOLETA;2;6.146.826.409;2
        MEDRANO;600;43;85000;1976,7;8;1;1;30;;LATERAL;;;;1;SI;;BALCON;;ARGENPROP.COM/ALMAGRO;600 MEDRANO;AV. MEDRANO;100;L;ALMAGRO;5;4.051.222.618;3
        JUJUY;400;35;63000;1800;6;2;1;40;;FRENTE;;;;0;;;TERRAZA;;INMUEBLESCLARIN.COM/BALVANERA;400 JUJUY;AV. JUJUY;100;L;BALVANERA;3;4.341.063.997;3
        DIAZ VELEZ;3900;84;132000;1571,4;;4;3;51;;;;SI;;0;SI;SI;;;INMUEBLESCLARIN.COM/ALMAGRO;3900 DIAZ VELEZ;AV. DIAZ VELEZ;100;L;ALMAGRO;5;4.051.222.618;3
        LARRAZABAL;1300;297;170000;572,4;;4;3;30;;CONTRAFRENTE;;;;0;SI;SI;TERRAZA;;ZONAPROP.COM_MATADEROS;1300 LARRAZABAL;AV. LARRAZABAL;100;L;MATADEROS;9;7.398.564,74;4
        DEFENSA;600;70;125000;1785,7;;3;2;;;CONTRAFRENTE;;SI;;0;SI;;BALCON;;ZONAPROP.COM_SAN TELMO;600 DEFENSA;DEFENSA;100;L;MONTSERRAT;1;2.200.624.563;1
        ARENALES;2200;118;320000;2711,9;4;4;3;;;FRENTE;SEMIPISO;SI;SI;2;;;BALCON;;ARGENPROP.COM/BARRIONORTE;2200 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        ARENALES;2200;154;394000;2558,4;;4;4;;;FRENTE;;SI;SI;2;SI;SI;;;ARGENPROP.COM/BARRIONORTE;2200 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        TUCUMAN;1500;35;75000;2142,9;;1;0;60;;CONTRAFRENTE;;;;0;;;;RECIC;ZONAPROP.COM_TRIBUNALES;1500 TUCUMAN;TUCUMAN;100;L;SAN NICOLAS;1;2.288.975.233;1
        ARENALES;2300;35;180000;5142,9;4;0;0;;;CONTRAFRENTE;;;SI;1;;;BALCON;;ARGENPROP.COM/BARRIONORTE;2300 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        CORRIENTES;5800;85;140000;1647,1;13;3;2;45;;FRENTE;;;;0;SI;;BALCON TERRAZA;;ZONAPROP.COM_SAN TELMO;5800 CORRIENTES;AV. CORRIENTES;100;L;VILLA CRESPO;15;3.613.373.642;3
        RIVADAVIA;10300;70;119000;1700;;4;3;45;;FRENTE;;;;1;SI;;;;ARGENPROP.COM/VILLALURO;10300 RIVADAVIA;AV. RIVADAVIA;100;L;VILLA LURO;10;2.566.739.336;3
        KENNEDY, JOHN FITGERALD;2800;41;132000;3219,5;9;1;0;2;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/PALERMO;2800 KENNEDY, JOHN FITGERALD;JOHN FITZGERALD KENNEDY;34;;PALERMO;14;15.773.573.191;2
        GUATEMALA;5500;36;89500;2486,1;;1;1;4;;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/PALERMO;5500 GUATEMALA;GUATEMALA;100;L;PALERMO;14;15.773.573.191;2
        CURAPALIGUE;400;75;159000;2120;;3;2;;;CONTRAFRENTE;;;SI;1;SI;;TERRAZA;;ZONAPROP/FLORES;400 CURAPALIGUE;CURAPALIGÜE;100;L;FLORES;7;8.594.550.061;3
        HUMBERTO 1°;800;100;185000;1850;;2;1;;;FRENTE;;SI;SI;2;;;;;ZONAPROP.COM_SAN TELMO;800 HUMBERTO 1°;HUMBERTO 1º;100;L;SAN TELMO;1;1.233.152,82;4
        JUNCAL;800;139;315000;2266,2;3;2;2;50;;FRENTE;;;;1;;SI;;;ARGENPROP.COM/BARRIONORTE;800 JUNCAL;JUNCAL;100;L;RETIRO;1;4.547.765.746;1
        HUMAHUACA;3500;36;76500;2125;9;0;0;2;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/ALMAGRO;3500 HUMAHUACA;HUMAHUACA;100;L;ALMAGRO;5;4.051.222.618;3
        PLAZA;2400;63;129500;2055,6;;3;2;28;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;2400 PLAZA;PLAZA;100;L;VILLA URQUIZA;12;5.448.470.069;3
        FALCON, RAMON L.,CNEL.;6000;38;80000;2105,3;;0;0;;;CONTRAFRENTE;;;;1;SI;;TERRAZA;;ARGENPROP.COM/VILLALURO;6000 FALCON, RAMON L.,CNEL.;AV. CNEL. RAMON L. FALCON;84;L;LINIERS;9;4.374.207.539;3
        ARENALES;2700;53;140000;2641,5;6;3;2;40;;FRENTE;;;;0;SI;;;;INMUEBLESCLARIN.COM/BARIO NORTE;2700 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        CERVANTES;1800;45;87000;1933,3;;2;1;;;FRENTE;;;SI;1;;;TERRAZA;;ZONAPROP/MONTE CASTRO;1800 CERVANTES;CERVANTES;100;L;MONTE CASTRO;10;2.625.868.961;3
        HERNANDEZ RAFAEL;2800;50;150000;3000;;2;1;60;;CONTRAFRENTE;;;;1;SI;;TERRAZA;;BUSCAINMUEBLE/NUÑEZ;2800 HERNANDEZ RAFAEL;RAFAEL HERNANDEZ;96;L;BELGRANO;13;7.929.988.805;2
        SOLIS;500;92;148000;1608,7;;4;3;60;;FRENTE;;;;3;SI;SI;TERRAZA;;ZONAPROP/CONSTITUCION;500 SOLIS;SOLIS;100;L;MONTSERRAT;1;2.200.624.563;1
        ARENALES;2800;80;195000;2437,5;1;3;2;18;;FRENTE;SEMIPISO;;;2;SI;SI;;;INMUEBLESCLARIN.COM/BARIO NORTE;2800 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        PALESTINA;200;38;89000;2342,1;;1;0;;A ESTRENAR;CONTRAFRENTE;;;;0;SI;;TERRAZA;;INMUEBLESCLARIN.COM/ALMAGRO;200 PALESTINA;PALESTINA;100;L;PALERMO;14;15.773.573.191;2
        DORREGO;1800;41;122000;2975,6;;0;0;5;;CONTRAFRENTE;;;;1;;;;;ARGENPROP.COM/PALERMO;1800 DORREGO;DORREGO;100;L;PALERMO;14;15.773.573.191;2
        LAFINUR;3200;310;1300000;4193,5;8;3;3;;A ESTRENAR;;DUPLEX;;;2;SI;SI;TERRAZA;;ARGENPROP.COM/PALERMO;3200 LAFINUR;LAFINUR;100;L;PALERMO;14;15.773.573.191;2
        JUNCAL;1800;184;595000;3233,7;;3;3;37;;CONTRAFRENTE;SEMIPISO;SI;SI;2;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;1800 JUNCAL;JUNCAL;100;L;RECOLETA;2;6.146.826.409;2
        NAZCA;3800;34;78000;2294,1;2;2;0;40;;LATERAL;POR ESCALERA;;;1;SI;;;;ARGENPROP.COM/VILLAPUEYRREDON;3800 NAZCA;NAZCA;100;L;AGRONOMIA;15;2.122.760,91;3
        ARENALES;3000;28;65000;2321,4;1;1;0;;;INTERNO;;;;0;;;;;INMUEBLESCLARIN.COM/BARIO NORTE;3000 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        ARENALES;3000;72;157000;2180,6;6;3;2;45;;CONTRAFRENTE;;;;1;;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;3000 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        ARENALES;3000;112;290000;2589,3;;4;3;30;;FRENTE;;SI;SI;3;SI;SI;TERRAZA;;BUSCAINMUEBLE/BARRIO NORTE;3000 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        ARENALES;3000;170;355000;2088,2;9;3;3;;;FRENTE;;SI;;2;SI;SI;TERRAZA;;ARGENPROP.COM/BARRIONORTE;3000 ARENALES;ARENALES;100;L;RECOLETA;2;6.146.826.409;2
        CASTELLI;100;31;60000;1935,5;;1;1;;;FRENTE;;;;1;;;TERRAZA;;BUSCAINMUEBLE/ONCE;100 CASTELLI;CASTELLI;100;L;BALVANERA;3;4.341.063.997;3
        MARECHAL, LEOPOLDO;1300;41;93500;2280,5;;1;0;;A ESTRENAR;CONTRAFRENTE;;;SI;0;;;;;INMUEBLESCLARIN.COM/ALMAGRO;1300 MARECHAL, LEOPOLDO;LEOPOLDO MARECHAL;96;L;VILLA CRESPO;15;3.613.373.642;3
        CORDOBA;2400;42;95500;2273,8;8;1;0;;;CONTRAFRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/BARIO NORTE;2400 CORDOBA;AV. CORDOBA;100;L;RECOLETA;2;6.146.826.409;2
        MITRE, BARTOLOME;4400;33;75000;2272,7;3;0;0;4;;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/ALMAGRO;4400 MITRE, BARTOLOME;BARTOLOME MITRE;95;L;ALMAGRO;5;4.051.222.618;3
        VIAMONTE;1600;55;100000;1818,2;;3;1;;;FRENTE;;SI;;1;;;;;ZONAPROP/CENTRO;1600 VIAMONTE;VIAMONTE;100;L;SAN NICOLAS;1;2.288.975.233;1
        ARENALES;3500;41;147000;3585,4;;2;1;;;FRENTE;;;;1;;;TERRAZA;;ZONAPROP/BARRIO NORTE;3500 ARENALES;ARENALES;100;L;PALERMO;14;15.773.573.191;2
        DIAZ COLODRERO;3100;61;110000;1803,3;1;1;1;5;;LATERAL;;;SI;1;SI;;PATIO;;ARGENPROP.COM/VILLAURQUIZA;3100 DIAZ COLODRERO;DIAZ COLODRERO;100;L;VILLA URQUIZA;12;5.448.470.069;3
